"Date","Steps","Calories","HR_Lowest","HR_Highest","HR_Average","Total_Miles_Moved","Active_Hours","Floors_Climbed","UV_Exposure_Minutes","Total_Seconds_All_Activities","Total_Calories_All_Activities","Sleep_Events","Sleep_Total_Calories","Total_Seconds_Slept","Run_Events","Run_Total_Seconds","Total_Miles_Run","Run_Total_Calories","Bike_Events","Bike_Total_Seconds","Total_Miles_Biked","Bike_Total_Calories","Walk_Events","Walk_Total_Seconds","Total_Miles_Walked","Walk_Total_Calories","Exercise_Events","Exercise_Total_Seconds","Exercise_Total_Calories","Guided_Workout_Events","Guided_Workout_Total_Seconds","Guided_Workout_Total_Calories","Golf_Events","Golf_Total_Seconds","Total_Miles_Golfed","Golf_Total_Calories"
"2017-08-30","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-08-31","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-01","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-02","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-03","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-04","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-05","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-06","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-07","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-08","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-09","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-10","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-11","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-12","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-13","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-14","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-15","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-16","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-17","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-18","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-19","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-20","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-21","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-22","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-23","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-24","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-25","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-26","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-27","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-28","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-29","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-30","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-01","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-02","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-03","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-04","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-05","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-06","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-06","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-07","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-08","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-09","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-10","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-11","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-12","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-13","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-14","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-15","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-16","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-17","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-18","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-19","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-20","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-21","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-22","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-23","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-24","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-25","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-26","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-27","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-28","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-29","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-30","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-10-31","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-11-01","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-11-02","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-11-03","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-11-04","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-11-05","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-11-06","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-11-07","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-11-08","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-11-09","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-11-10","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-11-11","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-11-12","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-11-13","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-11-14","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-11-15","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-11-16","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-11-17","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-11-18","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-11-19","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-11-20","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-11-21","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-11-22","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-11-23","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-11-24","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-11-25","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-11-26","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-11-27","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-11-28","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-11-29","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-11-30","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-12-01","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-12-02","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-12-03","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-12-04","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-12-05","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-12-06","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-12-07","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-12-08","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-12-09","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-12-10","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-12-11","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-12-12","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-12-13","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-12-14","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-12-15","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-12-16","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-12-17","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-12-18","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-12-19","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-12-20","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-12-21","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-12-22","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-12-23","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-12-24","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-12-25","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-12-26","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-12-27","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-12-28","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-12-29","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-12-30","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-12-31","0","0","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
