,Prev_Day,Bed_Time,Wake_Time,Awake_Dur,Light_Dur,Deep_Dur,Total_Dur,Nap_Dur,Window_Conf
155,2017-11-14,2017-11-15 07:11:00+00:00,2017-11-15 13:37:00+00:00,0 days 00:00:00.000000000,,,0 days 06:26:00.000000000,0 days 00:00:00.000000000,True
156,2017-11-15,2017-11-16 04:14:00+00:00,2017-11-16 13:52:00+00:00,0 days 00:00:00.000000000,,,0 days 09:38:00.000000000,0 days 00:00:00.000000000,True
157,2017-11-16,2017-11-17 07:18:00+00:00,2017-11-17 15:29:00+00:00,0 days 00:00:00.000000000,,,0 days 08:11:00.000000000,0 days 00:00:00.000000000,True
158,2017-11-18,2017-11-19 07:42:00+00:00,2017-11-19 15:11:00+00:00,0 days 00:00:00.000000000,,,0 days 07:29:00.000000000,0 days 00:00:00.000000000,True
159,2017-11-19,2017-11-20 08:32:00+00:00,2017-11-20 14:17:00+00:00,0 days 00:00:00.000000000,,,0 days 05:45:00.000000000,0 days 00:00:00.000000000,True
160,2017-11-20,2017-11-21 07:24:00+00:00,2017-11-21 14:31:00+00:00,0 days 00:00:00.000000000,,,0 days 07:07:00.000000000,0 days 00:00:00.000000000,True
161,2017-11-21,2017-11-22 07:40:00+00:00,2017-11-22 14:19:00+00:00,0 days 00:00:00.000000000,,,0 days 06:39:00.000000000,0 days 00:00:00.000000000,True
162,2017-11-22,2017-11-23 03:28:00+00:00,2017-11-23 08:17:00+00:00,0 days 00:00:00.000000000,,,0 days 04:49:00.000000000,0 days 00:00:00.000000000,True
163,2017-11-23,2017-11-24 08:14:00+00:00,2017-11-24 15:06:00+00:00,0 days 00:00:00.000000000,,,0 days 06:52:00.000000000,0 days 00:00:00.000000000,True
164,2017-11-24,2017-11-25 07:17:00+00:00,2017-11-25 11:16:00+00:00,0 days 00:00:00.000000000,,,0 days 03:59:00.000000000,0 days 00:00:00.000000000,True
165,2017-11-25,2017-11-26 06:08:00+00:00,2017-11-26 14:10:00+00:00,0 days 00:00:00.000000000,,,0 days 08:02:00.000000000,0 days 00:00:00.000000000,True
166,2017-11-26,2017-11-27 05:22:00+00:00,2017-11-27 13:43:00+00:00,0 days 00:00:00.000000000,,,0 days 08:21:00.000000000,0 days 00:00:00.000000000,True
167,2017-11-27,2017-11-28 06:53:00+00:00,2017-11-28 14:15:00+00:00,0 days 00:00:00.000000000,,,0 days 07:22:00.000000000,0 days 00:00:00.000000000,True
168,2017-11-29,2017-11-30 07:14:00+00:00,2017-11-30 13:03:00+00:00,0 days 00:00:00.000000000,,,0 days 05:49:00.000000000,0 days 00:00:00.000000000,True
169,2017-12-01,2017-12-02 07:57:00+00:00,2017-12-02 16:43:00+00:00,0 days 00:00:00.000000000,,,0 days 08:46:00.000000000,0 days 00:00:00.000000000,True
170,2017-12-02,2017-12-03 06:10:00+00:00,2017-12-03 15:23:00+00:00,0 days 00:00:00.000000000,,,0 days 09:13:00.000000000,0 days 00:00:00.000000000,True
171,2017-12-03,2017-12-04 05:52:00+00:00,2017-12-04 14:00:00+00:00,0 days 00:00:00.000000000,,,0 days 08:08:00.000000000,0 days 00:00:00.000000000,True
172,2017-12-04,2017-12-05 07:48:00+00:00,2017-12-05 13:43:00+00:00,0 days 00:00:00.000000000,,,0 days 05:55:00.000000000,0 days 00:00:00.000000000,True
173,2017-12-06,2017-12-07 06:50:00+00:00,2017-12-07 13:43:00+00:00,0 days 00:00:00.000000000,,,0 days 06:53:00.000000000,0 days 00:00:00.000000000,True
174,2017-12-07,2017-12-08 07:48:00+00:00,2017-12-08 13:51:00+00:00,0 days 00:00:00.000000000,,,0 days 06:03:00.000000000,0 days 00:00:00.000000000,True
175,2017-12-08,2017-12-09 06:56:00+00:00,2017-12-09 17:00:00+00:00,0 days 00:00:00.000000000,,,0 days 10:04:00.000000000,0 days 00:00:00.000000000,True
176,2017-12-09,2017-12-10 06:14:00+00:00,2017-12-10 15:28:00+00:00,0 days 00:00:00.000000000,,,0 days 09:14:00.000000000,0 days 00:00:00.000000000,True
177,2017-12-10,2017-12-11 08:09:00+00:00,2017-12-11 14:18:00+00:00,0 days 00:00:00.000000000,,,0 days 06:09:00.000000000,0 days 00:00:00.000000000,True
178,2017-12-11,2017-12-12 07:57:00+00:00,2017-12-12 14:10:00+00:00,0 days 00:03:00.000000000,0 days 04:17:00,0 days 01:53:00,0 days 06:10:00.000000000,0 days 00:00:00.000000000,True
179,2017-12-12,2017-12-13 04:35:00+00:00,2017-12-13 12:35:00+00:00,0 days 00:06:00.000000000,0 days 05:24:00,0 days 02:30:00,0 days 07:54:00.000000000,0 days 00:00:00.000000000,True
180,2017-12-13,2017-12-14 01:58:00+00:00,2017-12-14 11:55:00+00:00,0 days 00:36:00.000000000,0 days 06:12:00,0 days 03:09:00,0 days 09:21:00.000000000,0 days 00:00:00.000000000,True
181,2017-12-14,2017-12-15 06:00:00+00:00,2017-12-15 12:40:00+00:00,0 days 00:05:00.000000000,0 days 03:42:00,0 days 02:53:00,0 days 06:35:00.000000000,0 days 00:00:00.000000000,True
182,2017-12-17,2017-12-18 07:31:00+00:00,2017-12-18 14:12:00+00:00,0 days 00:08:00.000000000,0 days 04:12:00,0 days 02:21:00,0 days 06:33:00.000000000,0 days 00:00:00.000000000,True
183,2017-12-18,2017-12-19 05:35:00+00:00,2017-12-19 13:15:00+00:00,0 days 00:06:00.000000000,0 days 04:49:00,0 days 02:45:00,0 days 07:34:00.000000000,0 days 00:00:00.000000000,True
184,2017-12-19,2017-12-20 06:41:00+00:00,2017-12-20 12:31:00+00:00,0 days 00:11:00.000000000,0 days 03:55:00,0 days 01:44:00,0 days 05:39:00.000000000,0 days 00:00:00.000000000,True
185,2017-12-21,2017-12-22 06:28:00+00:00,2017-12-22 13:56:00+00:00,0 days 00:02:00.000000000,0 days 04:21:00,0 days 03:05:00,0 days 07:26:00.000000000,0 days 00:00:00.000000000,True
186,2017-12-22,2017-12-23 06:16:00+00:00,2017-12-23 15:39:00+00:00,0 days 00:09:00.000000000,0 days 06:52:00,0 days 02:22:00,0 days 09:14:00.000000000,0 days 00:00:00.000000000,True
187,2017-12-24,2017-12-25 08:10:00+00:00,2017-12-25 14:25:00+00:00,0 days 00:08:00.000000000,0 days 03:51:00,0 days 02:16:00,0 days 06:07:00.000000000,0 days 00:00:00.000000000,True
188,2017-12-25,2017-12-26 08:11:00+00:00,2017-12-26 16:30:00+00:00,0 days 00:00:00.000000000,0 days 04:12:00,0 days 04:07:00,0 days 08:19:00.000000000,0 days 00:00:00.000000000,True
189,2017-12-26,2017-12-27 08:23:00+00:00,2017-12-27 15:50:00+00:00,0 days 00:02:00.000000000,0 days 03:37:00,0 days 03:48:00,0 days 07:25:00.000000000,0 days 00:00:00.000000000,True
190,2017-12-27,2017-12-28 08:18:00+00:00,2017-12-28 16:54:00+00:00,0 days 00:02:00.000000000,0 days 05:20:00,0 days 03:14:00,0 days 08:34:00.000000000,0 days 00:00:00.000000000,True
191,2017-12-29,2017-12-30 07:50:00+00:00,2017-12-30 17:43:00+00:00,0 days 00:05:00.000000000,0 days 06:45:00,0 days 03:03:00,0 days 09:48:00.000000000,0 days 00:00:00.000000000,True
192,2017-12-31,2018-01-01 08:32:00+00:00,2018-01-01 15:14:00+00:00,0 days 00:05:00.000000000,0 days 04:22:00,0 days 02:15:00,0 days 06:37:00.000000000,0 days 00:00:00.000000000,True
193,2018-01-01,2018-01-02 06:37:00+00:00,2018-01-02 13:55:00+00:00,0 days 00:07:00.000000000,0 days 05:57:00,0 days 01:14:00,0 days 07:11:00.000000000,0 days 00:00:00.000000000,True
194,2018-01-02,2018-01-03 04:39:00+00:00,2018-01-03 11:14:00+00:00,0 days 00:03:00.000000000,0 days 04:17:00,0 days 02:15:00,0 days 06:32:00.000000000,0 days 00:00:00.000000000,True
195,2018-01-03,2018-01-04 07:26:00+00:00,2018-01-04 13:51:00+00:00,0 days 00:03:00.000000000,0 days 04:14:00,0 days 02:08:00,0 days 06:22:00.000000000,0 days 00:00:00.000000000,True
196,2018-01-04,2018-01-05 07:27:00+00:00,2018-01-05 13:55:00+00:00,0 days 00:04:00.000000000,0 days 04:14:00,0 days 02:10:00,0 days 06:24:00.000000000,0 days 00:00:00.000000000,True
197,2018-01-06,2018-01-07 06:29:00+00:00,2018-01-07 14:39:00+00:00,0 days 00:05:00.000000000,0 days 05:28:00,0 days 02:37:00,0 days 08:05:00.000000000,0 days 00:00:00.000000000,True
198,2018-01-07,2018-01-08 07:23:00+00:00,2018-01-08 14:07:00+00:00,0 days 00:09:00.000000000,0 days 02:12:00,0 days 04:23:00,0 days 06:35:00.000000000,0 days 00:00:00.000000000,True
199,2018-01-08,2018-01-09 07:22:00+00:00,2018-01-09 15:25:00+00:00,0 days 00:07:00.000000000,0 days 05:42:00,0 days 02:14:00,0 days 07:56:00.000000000,0 days 00:00:00.000000000,True
200,2018-01-09,2018-01-10 06:36:00+00:00,2018-01-10 13:21:00+00:00,0 days 00:00:00.000000000,0 days 04:50:00,0 days 01:55:00,0 days 06:45:00.000000000,0 days 00:00:00.000000000,True
201,2018-01-10,2018-01-11 02:49:00+00:00,2018-01-11 13:16:00+00:00,0 days 00:02:00.000000000,0 days 07:25:00,0 days 03:00:00,0 days 10:25:00.000000000,0 days 00:00:00.000000000,True
202,2018-01-11,2018-01-12 07:14:00+00:00,2018-01-12 13:24:00+00:00,0 days 00:08:00.000000000,0 days 03:50:00,0 days 02:12:00,0 days 06:02:00.000000000,0 days 00:00:00.000000000,True
203,2018-01-12,2018-01-13 06:51:00+00:00,2018-01-13 16:19:00+00:00,0 days 00:00:00.000000000,0 days 06:30:00,0 days 02:58:00,0 days 09:28:00.000000000,0 days 00:00:00.000000000,True
204,2018-01-13,2018-01-14 07:19:00+00:00,2018-01-14 14:21:00+00:00,0 days 00:03:00.000000000,0 days 04:43:00,0 days 02:16:00,0 days 06:59:00.000000000,0 days 00:00:00.000000000,True
205,2018-01-14,2018-01-15 08:00:00+00:00,2018-01-15 11:51:00+00:00,0 days 00:00:00.000000000,0 days 02:38:00,0 days 01:13:00,0 days 03:51:00.000000000,0 days 00:00:00.000000000,True
206,2018-01-15,2018-01-16 07:10:00+00:00,2018-01-16 13:51:00+00:00,0 days 00:00:00.000000000,0 days 04:55:00,0 days 01:46:00,0 days 06:41:00.000000000,0 days 00:00:00.000000000,True
207,2018-01-16,2018-01-17 03:13:00+00:00,2018-01-17 11:31:00+00:00,0 days 00:43:00.000000000,0 days 05:01:00,0 days 02:34:00,0 days 07:35:00.000000000,0 days 00:00:00.000000000,True
208,2018-01-17,2018-01-18 06:28:00+00:00,2018-01-18 11:14:00+00:00,0 days 00:02:00.000000000,0 days 03:18:00,0 days 01:26:00,0 days 04:44:00.000000000,0 days 00:00:00.000000000,True
209,2018-01-23,2018-01-24 07:16:00+00:00,2018-01-24 13:39:00+00:00,0 days 00:00:00.000000000,0 days 05:07:00,0 days 01:16:00,0 days 06:23:00.000000000,0 days 00:00:00.000000000,True
210,2018-01-26,2018-01-27 07:13:00+00:00,2018-01-27 14:08:00+00:00,0 days 00:08:00.000000000,0 days 04:08:00,0 days 02:39:00,0 days 06:47:00.000000000,0 days 00:00:00.000000000,True
211,2018-01-27,2018-01-28 08:04:00+00:00,2018-01-28 14:31:00+00:00,0 days 00:01:00.000000000,0 days 03:35:00,0 days 02:51:00,0 days 06:26:00.000000000,0 days 00:00:00.000000000,True
212,2018-01-28,2018-01-29 07:19:00+00:00,2018-01-29 13:13:00+00:00,0 days 00:02:00.000000000,0 days 03:29:00,0 days 02:23:00,0 days 05:52:00.000000000,0 days 00:00:00.000000000,True
213,2018-01-29,2018-01-30 08:05:00+00:00,2018-01-30 14:01:00+00:00,0 days 00:09:00.000000000,0 days 04:00:00,0 days 01:47:00,0 days 05:47:00.000000000,0 days 00:00:00.000000000,True
214,2018-01-30,2018-01-31 08:06:00+00:00,2018-01-31 13:41:00+00:00,0 days 00:02:00.000000000,0 days 04:17:00,0 days 01:16:00,0 days 05:33:00.000000000,0 days 00:00:00.000000000,True
215,2018-01-31,2018-02-01 06:39:00+00:00,2018-02-01 13:06:00+00:00,0 days 00:05:00.000000000,0 days 04:18:00,0 days 02:04:00,0 days 06:22:00.000000000,0 days 00:00:00.000000000,True
216,2018-02-02,2018-02-03 07:34:00+00:00,2018-02-03 12:49:00+00:00,0 days 00:06:00.000000000,0 days 03:46:00,0 days 01:23:00,0 days 05:09:00.000000000,0 days 00:00:00.000000000,True
217,2018-02-03,2018-02-04 03:50:00+00:00,2018-02-04 14:32:00+00:00,0 days 00:12:00.000000000,0 days 06:46:00,0 days 03:44:00,0 days 10:30:00.000000000,0 days 00:00:00.000000000,True
218,2018-02-04,2018-02-05 07:35:00+00:00,2018-02-05 13:19:00+00:00,0 days 00:09:00.000000000,0 days 03:47:00,0 days 01:48:00,0 days 05:35:00.000000000,0 days 00:00:00.000000000,True
219,2018-02-05,2018-02-06 08:11:00+00:00,2018-02-06 14:06:00+00:00,0 days 00:00:00.000000000,0 days 04:26:00,0 days 01:29:00,0 days 05:55:00.000000000,0 days 00:00:00.000000000,True
220,2018-02-06,2018-02-07 07:08:00+00:00,2018-02-07 13:32:00+00:00,0 days 00:02:00.000000000,0 days 04:35:00,0 days 01:47:00,0 days 06:22:00.000000000,0 days 00:00:00.000000000,True
221,2018-02-12,2018-02-13 08:29:00+00:00,2018-02-13 13:44:00+00:00,0 days 00:07:00.000000000,0 days 03:43:00,0 days 01:25:00,0 days 05:08:00.000000000,0 days 00:00:00.000000000,True
222,2018-02-13,2018-02-14 04:40:00+00:00,2018-02-14 12:43:00+00:00,0 days 00:46:00.000000000,0 days 05:04:00,0 days 02:13:00,0 days 07:17:00.000000000,0 days 00:00:00.000000000,True
223,2018-02-14,2018-02-15 08:17:00+00:00,2018-02-15 13:35:00+00:00,0 days 00:10:00.000000000,0 days 03:19:00,0 days 01:49:00,0 days 05:08:00.000000000,0 days 00:00:00.000000000,True
224,2018-02-15,2018-02-16 06:32:00+00:00,2018-02-16 12:46:00+00:00,0 days 00:06:00.000000000,0 days 03:59:00,0 days 02:09:00,0 days 06:08:00.000000000,0 days 00:00:00.000000000,True
225,2018-02-17,2018-02-18 07:41:00+00:00,2018-02-18 14:41:00+00:00,0 days 00:05:00.000000000,0 days 04:11:00,0 days 02:44:00,0 days 06:55:00.000000000,0 days 00:00:00.000000000,True
226,2018-02-18,2018-02-19 06:56:00+00:00,2018-02-19 13:09:00+00:00,0 days 00:01:00.000000000,0 days 04:42:00,0 days 01:30:00,0 days 06:12:00.000000000,0 days 00:00:00.000000000,True
227,2018-02-19,2018-02-20 07:31:00+00:00,2018-02-20 11:59:00+00:00,0 days 00:00:00.000000000,0 days 02:52:00,0 days 01:36:00,0 days 04:28:00.000000000,0 days 00:00:00.000000000,True
228,2018-02-20,2018-02-21 07:47:00+00:00,2018-02-21 13:17:00+00:00,0 days 00:02:00.000000000,0 days 02:36:00,0 days 02:52:00,0 days 05:28:00.000000000,0 days 00:00:00.000000000,True
229,2018-02-21,2018-02-22 04:08:00+00:00,2018-02-22 13:24:00+00:00,0 days 00:24:00.000000000,0 days 06:17:00,0 days 02:35:00,0 days 08:52:00.000000000,0 days 00:00:00.000000000,True
230,2018-02-23,2018-02-24 07:15:00+00:00,2018-02-24 16:31:00+00:00,0 days 00:00:00.000000000,0 days 06:36:00,0 days 02:40:00,0 days 09:16:00.000000000,0 days 00:00:00.000000000,True
231,2018-02-24,2018-02-25 07:52:00+00:00,2018-02-25 15:00:00+00:00,0 days 00:06:00.000000000,0 days 04:36:00,0 days 02:26:00,0 days 07:02:00.000000000,0 days 00:00:00.000000000,True
232,2018-02-28,2018-03-01 06:21:00+00:00,2018-03-01 13:20:00+00:00,0 days 00:03:00.000000000,0 days 03:50:00,0 days 03:06:00,0 days 06:56:00.000000000,0 days 00:00:00.000000000,True
233,2018-03-01,2018-03-02 05:52:00+00:00,2018-03-02 13:06:00+00:00,0 days 00:13:00.000000000,0 days 05:25:00,0 days 01:36:00,0 days 07:01:00.000000000,0 days 00:00:00.000000000,True
234,2018-03-02,2018-03-03 06:43:00+00:00,2018-03-03 13:04:00+00:00,0 days 00:06:00.000000000,0 days 03:59:00,0 days 02:16:00,0 days 06:15:00.000000000,0 days 00:00:00.000000000,True
235,2018-03-03,2018-03-04 05:55:00+00:00,2018-03-04 14:41:00+00:00,0 days 00:00:00.000000000,0 days 05:22:00,0 days 03:24:00,0 days 08:46:00.000000000,0 days 00:00:00.000000000,True
236,2018-03-04,2018-03-05 07:22:00+00:00,2018-03-05 13:20:00+00:00,0 days 00:02:00.000000000,0 days 04:06:00,0 days 01:50:00,0 days 05:56:00.000000000,0 days 00:00:00.000000000,True
237,2018-03-05,2018-03-06 06:43:00+00:00,2018-03-06 12:47:00+00:00,0 days 00:09:00.000000000,0 days 03:49:00,0 days 02:06:00,0 days 05:55:00.000000000,0 days 00:00:00.000000000,True
238,2018-03-06,2018-03-07 05:57:00+00:00,2018-03-07 13:32:00+00:00,0 days 00:09:00.000000000,0 days 04:21:00,0 days 03:05:00,0 days 07:26:00.000000000,0 days 00:00:00.000000000,True
239,2018-03-07,2018-03-08 06:11:00+00:00,2018-03-08 12:01:00+00:00,0 days 00:00:00.000000000,0 days 03:19:00,0 days 02:31:00,0 days 05:50:00.000000000,0 days 00:00:00.000000000,True
240,2018-03-08,2018-03-09 05:36:00+00:00,2018-03-09 13:05:00+00:00,0 days 00:08:00.000000000,0 days 05:34:00,0 days 01:47:00,0 days 07:21:00.000000000,0 days 00:00:00.000000000,True
241,2018-03-09,2018-03-10 04:58:00+00:00,2018-03-10 15:49:00+00:00,0 days 00:07:00.000000000,0 days 07:21:00,0 days 03:23:00,0 days 10:44:00.000000000,0 days 00:00:00.000000000,True
242,2018-03-10,2018-03-11 04:41:00+00:00,2018-03-11 14:27:00+00:00,0 days 00:12:00.000000000,0 days 07:11:00,0 days 02:23:00,0 days 09:34:00.000000000,0 days 00:00:00.000000000,True
243,2018-03-11,2018-03-12 05:06:00+00:00,2018-03-12 12:51:00+00:00,0 days 00:06:00.000000000,0 days 05:56:00,0 days 01:43:00,0 days 07:39:00.000000000,0 days 00:00:00.000000000,True
244,2018-03-12,2018-03-13 06:31:00+00:00,2018-03-13 12:49:00+00:00,0 days 00:07:00.000000000,0 days 03:46:00,0 days 02:25:00,0 days 06:11:00.000000000,0 days 00:00:00.000000000,True
245,2018-03-13,2018-03-14 06:25:00+00:00,2018-03-14 11:36:00+00:00,0 days 00:09:00.000000000,0 days 03:40:00,0 days 01:22:00,0 days 05:02:00.000000000,0 days 00:00:00.000000000,True
246,2018-03-14,2018-03-15 03:45:00+00:00,2018-03-15 11:57:00+00:00,0 days 00:02:00.000000000,0 days 06:24:00,0 days 01:46:00,0 days 08:10:00.000000000,0 days 00:00:00.000000000,True
247,2018-03-15,2018-03-16 06:09:00+00:00,2018-03-16 12:02:00+00:00,0 days 00:08:00.000000000,0 days 03:42:00,0 days 02:03:00,0 days 05:45:00.000000000,0 days 00:00:00.000000000,True
248,2018-03-18,2018-03-19 06:26:00+00:00,2018-03-19 12:20:00+00:00,0 days 00:05:00.000000000,0 days 03:58:00,0 days 01:51:00,0 days 05:49:00.000000000,0 days 00:00:00.000000000,True
249,2018-03-19,2018-03-20 06:33:00+00:00,2018-03-20 12:11:00+00:00,0 days 00:08:00.000000000,0 days 03:13:00,0 days 02:17:00,0 days 05:30:00.000000000,0 days 00:00:00.000000000,True
250,2018-03-20,2018-03-21 05:40:00+00:00,2018-03-21 12:31:00+00:00,0 days 00:00:00.000000000,0 days 04:43:00,0 days 02:08:00,0 days 06:51:00.000000000,0 days 00:00:00.000000000,True
251,2018-03-21,2018-03-22 07:11:00+00:00,2018-03-22 13:31:00+00:00,0 days 00:06:00.000000000,0 days 03:37:00,0 days 02:37:00,0 days 06:14:00.000000000,0 days 00:00:00.000000000,True
252,2018-03-22,2018-03-23 05:46:00+00:00,2018-03-23 12:26:00+00:00,0 days 00:07:00.000000000,0 days 04:06:00,0 days 02:27:00,0 days 06:33:00.000000000,0 days 00:00:00.000000000,True
253,2018-03-25,2018-03-26 07:31:00+00:00,2018-03-26 12:49:00+00:00,0 days 00:06:00.000000000,0 days 03:51:00,0 days 01:21:00,0 days 05:12:00.000000000,0 days 00:00:00.000000000,True
254,2018-03-26,2018-03-27 06:30:00+00:00,2018-03-27 11:53:00+00:00,0 days 00:04:00.000000000,0 days 04:08:00,0 days 01:11:00,0 days 05:19:00.000000000,0 days 00:00:00.000000000,True
255,2018-04-01,2018-04-02 06:08:00+00:00,2018-04-02 12:16:00+00:00,0 days 00:13:00.000000000,0 days 04:26:00,0 days 01:29:00,0 days 05:55:00.000000000,0 days 00:00:00.000000000,True
256,2018-04-02,2018-04-03 04:17:00+00:00,2018-04-03 12:29:00+00:00,0 days 00:12:00.000000000,0 days 05:13:00,0 days 02:47:00,0 days 08:00:00.000000000,0 days 00:00:00.000000000,True
257,2018-04-03,2018-04-04 06:09:00+00:00,2018-04-04 11:52:00+00:00,0 days 00:05:00.000000000,0 days 03:15:00,0 days 02:23:00,0 days 05:38:00.000000000,0 days 00:00:00.000000000,True
258,2018-04-06,2018-04-07 06:00:00+00:00,2018-04-07 13:50:00+00:00,0 days 00:02:00.000000000,0 days 04:39:00,0 days 03:09:00,0 days 07:48:00.000000000,0 days 00:00:00.000000000,True
259,2018-04-07,2018-04-08 06:50:00+00:00,2018-04-08 14:22:00+00:00,0 days 00:07:00.000000000,0 days 04:50:00,0 days 02:35:00,0 days 07:25:00.000000000,0 days 00:00:00.000000000,True
260,2018-04-12,2018-04-13 05:59:00+00:00,2018-04-13 12:01:00+00:00,0 days 00:05:00.000000000,0 days 03:17:00,0 days 02:40:00,0 days 05:57:00.000000000,0 days 00:00:00.000000000,True
261,2018-04-13,2018-04-14 07:53:00+00:00,2018-04-14 16:11:00+00:00,0 days 00:00:00.000000000,0 days 04:29:00,0 days 03:49:00,0 days 08:18:00.000000000,0 days 00:00:00.000000000,True
262,2018-04-14,2018-04-15 07:21:00+00:00,2018-04-15 13:40:00+00:00,0 days 00:03:00.000000000,0 days 04:06:00,0 days 02:10:00,0 days 06:16:00.000000000,0 days 00:00:00.000000000,True
263,2018-04-16,2018-04-17 06:03:00+00:00,2018-04-17 12:03:00+00:00,0 days 00:00:00.000000000,0 days 03:49:00,0 days 02:11:00,0 days 06:00:00.000000000,0 days 00:00:00.000000000,True
264,2018-04-17,2018-04-18 06:33:00+00:00,2018-04-18 12:24:00+00:00,0 days 00:05:00.000000000,0 days 03:16:00,0 days 02:30:00,0 days 05:46:00.000000000,0 days 00:00:00.000000000,True
265,2018-04-19,2018-04-20 06:11:00+00:00,2018-04-20 12:29:00+00:00,0 days 00:01:00.000000000,0 days 03:19:00,0 days 02:58:00,0 days 06:17:00.000000000,0 days 00:00:00.000000000,True
266,2018-04-21,2018-04-22 07:49:00+00:00,2018-04-22 14:21:00+00:00,0 days 00:02:00.000000000,0 days 04:26:00,0 days 02:04:00,0 days 06:30:00.000000000,0 days 00:00:00.000000000,True
267,2018-04-22,2018-04-23 04:56:00+00:00,2018-04-23 12:30:00+00:00,0 days 00:08:00.000000000,0 days 05:08:00,0 days 02:18:00,0 days 07:26:00.000000000,0 days 00:00:00.000000000,True
268,2018-04-23,2018-04-24 06:06:00+00:00,2018-04-24 12:17:00+00:00,0 days 00:08:00.000000000,0 days 05:05:00,0 days 00:58:00,0 days 06:03:00.000000000,0 days 00:00:00.000000000,True
269,2018-04-24,2018-04-25 07:05:00+00:00,2018-04-25 12:27:00+00:00,0 days 00:01:00.000000000,0 days 03:49:00,0 days 01:32:00,0 days 05:21:00.000000000,0 days 00:00:00.000000000,True
270,2018-04-25,2018-04-26 07:45:00+00:00,2018-04-26 12:37:00+00:00,0 days 00:07:00.000000000,0 days 02:26:00,0 days 02:19:00,0 days 04:45:00.000000000,0 days 00:00:00.000000000,True
271,2018-04-27,2018-04-28 05:41:00+00:00,2018-04-28 13:43:00+00:00,0 days 00:00:00.000000000,0 days 05:30:00,0 days 02:32:00,0 days 08:02:00.000000000,0 days 00:00:00.000000000,True
272,2018-04-28,2018-04-29 06:16:00+00:00,2018-04-29 13:39:00+00:00,0 days 00:00:00.000000000,0 days 04:02:00,0 days 03:21:00,0 days 07:23:00.000000000,0 days 00:00:00.000000000,True
273,2018-04-29,2018-04-30 05:35:00+00:00,2018-04-30 12:24:00+00:00,0 days 00:05:00.000000000,0 days 04:13:00,0 days 02:31:00,0 days 06:44:00.000000000,0 days 00:00:00.000000000,True
274,2018-04-30,2018-05-01 05:47:00+00:00,2018-05-01 12:08:00+00:00,0 days 00:08:00.000000000,0 days 03:45:00,0 days 02:28:00,0 days 06:13:00.000000000,0 days 00:00:00.000000000,True
275,2018-05-01,2018-05-02 06:20:00+00:00,2018-05-02 12:47:00+00:00,0 days 00:05:00.000000000,0 days 03:39:00,0 days 02:43:00,0 days 06:22:00.000000000,0 days 00:00:00.000000000,True
276,2018-05-02,2018-05-03 06:14:00+00:00,2018-05-03 11:50:00+00:00,0 days 00:05:00.000000000,0 days 03:59:00,0 days 01:32:00,0 days 05:31:00.000000000,0 days 00:00:00.000000000,True
277,2018-05-03,2018-05-04 05:17:00+00:00,2018-05-04 12:31:00+00:00,0 days 00:05:00.000000000,0 days 04:24:00,0 days 02:45:00,0 days 07:09:00.000000000,0 days 00:00:00.000000000,True
278,2018-05-04,2018-05-05 05:27:00+00:00,2018-05-05 14:15:00+00:00,0 days 00:06:00.000000000,0 days 06:12:00,0 days 02:30:00,0 days 08:42:00.000000000,0 days 00:00:00.000000000,True
279,2018-05-05,2018-05-06 07:54:00+00:00,2018-05-06 14:02:00+00:00,0 days 00:05:00.000000000,0 days 04:29:00,0 days 01:34:00,0 days 06:03:00.000000000,0 days 00:00:00.000000000,True
280,2018-05-06,2018-05-07 07:05:00+00:00,2018-05-07 12:20:00+00:00,0 days 00:06:00.000000000,0 days 03:06:00,0 days 02:03:00,0 days 05:09:00.000000000,0 days 00:00:00.000000000,True
281,2018-05-07,2018-05-08 06:41:00+00:00,2018-05-08 12:26:00+00:00,0 days 00:03:00.000000000,0 days 03:38:00,0 days 02:04:00,0 days 05:42:00.000000000,0 days 00:00:00.000000000,True
282,2018-05-08,2018-05-09 06:59:00+00:00,2018-05-09 11:36:00+00:00,0 days 00:05:00.000000000,0 days 00:56:00,0 days 03:36:00,0 days 04:32:00.000000000,0 days 00:00:00.000000000,True
283,2018-05-09,2018-05-10 04:31:00+00:00,2018-05-10 11:56:00+00:00,0 days 00:17:00.000000000,0 days 05:16:00,0 days 01:52:00,0 days 07:08:00.000000000,0 days 00:00:00.000000000,True
284,2018-05-10,2018-05-11 05:15:00+00:00,2018-05-11 12:21:00+00:00,0 days 00:08:00.000000000,0 days 03:42:00,0 days 03:16:00,0 days 06:58:00.000000000,0 days 00:00:00.000000000,True
285,2018-05-11,2018-05-12 07:58:00+00:00,2018-05-12 16:06:00+00:00,0 days 00:44:00.000000000,0 days 04:46:00,0 days 02:38:00,0 days 07:24:00.000000000,0 days 00:00:00.000000000,True
286,2018-05-12,2018-05-13 05:49:00+00:00,2018-05-13 13:50:00+00:00,0 days 00:05:00.000000000,0 days 05:27:00,0 days 02:29:00,0 days 07:56:00.000000000,0 days 00:00:00.000000000,True
287,2018-05-14,2018-05-15 06:43:00+00:00,2018-05-15 12:16:00+00:00,0 days 00:07:00.000000000,0 days 02:46:00,0 days 02:40:00,0 days 05:26:00.000000000,0 days 00:00:00.000000000,True
288,2018-05-15,2018-05-16 06:43:00+00:00,2018-05-16 12:14:00+00:00,0 days 00:05:00.000000000,0 days 04:00:00,0 days 01:26:00,0 days 05:26:00.000000000,0 days 00:00:00.000000000,True
